 Loading the index...
 Index loaded 11650405492 bytes
0;100745457;600964000000;588668000000
1;463380;244276000000;243660000000
2;22184113;114724000000;111908000000
3;3323890;600960000000;600548000000
4;510754;340876000000;340736000000
5;57;1460000000;1460000000
6;518517;42552000000;42508000000
7;33898;33916000000;33916000000
8;2170281;600960000000;600592000000
9;118578294;600988000000;590064000000
10;734022;59824000000;59088000000
11;3631906;252136000000;251608000000
12;529446;291540000000;291424000000
13;57;1480000000;1480000000
14;15238650;600960000000;599184000000
15;18712039;600964000000;600400000000
16;2668080;601236000000;601220000000
17;147634434;600960000000;586624000000
18;1075685;58800000000;58800000000
19;1505713;600960000000;600660000000
20;0;52000000;52000000
21;79738;740000000;740000000
22;18551;600968000000;600968000000
23;7737426;600964000000;599632000000
24;60988631;601104000000;597104000000
25;66433311;601676000000;599640000000
26;1450219;17564000000;17564000000
27;116878887;600964000000;594280000000
28;68312464;603324000000;603324000000
29;51872623;42076000000;41520000000
30;23836564;601624000000;598436000000
31;20596773;438556000000;436928000000
32;7379103;72656000000;72656000000
33;1729935;4868000000;4868000000
34;128798;1068000000;1068000000
35;565423;11200000000;11200000000
36;183;81496000000;81496000000
37;821107;45648000000;45648000000
38;114111512;600964000000;587308000000
39;1078692;14176000000;14176000000
40;2395199;60580000000;60580000000
41;2395215;54148000000;54148000000
42;672925;29256000000;29256000000
43;79597;10764000000;10764000000
44;8;1904000000;1904000000
45;2147628;102288000000;102288000000
46;229;1912000000;1912000000
47;0;0;0
48;71;2252000000;2252000000
49;1709097;50344000000;50008000000
50;680330;18192000000;18192000000
51;5799;192000000;192000000
52;739946;26656000000;26564000000
53;736248;14668000000;14596000000
54;2728617;73528000000;73180000000
55;3583;160000000;160000000
56;26585;8012000000;8012000000
57;0;2976000000;2976000000
58;83;1900000000;1900000000
59;79;1900000000;1900000000
60;46720265;600964000000;595420000000
61;66135;2748000000;2748000000
62;95;16000000;16000000
63;10934795;24096000000;23324000000
64;1194560;32488000000;32488000000
65;3409392;76624000000;76224000000
66;0;92000000;92000000
67;0;24000000;24000000
68;28;24000000;24000000
69;20;48000000;48000000
70;739946;26644000000;26560000000
71;2395247;66264000000;66048000000
72;5680;1820000000;1820000000
73;1104;528000000;528000000
74;2267;172000000;172000000
75;108551227;600960000000;592220000000
76;822121;16080000000;16080000000
77;124479;2128000000;2120000000
78;288910;5976000000;5956000000
79;90171443;600964000000;591344000000
80;1407552;40800000000;40800000000
81;32319;1168000000;1164000000
82;243838;4896000000;4880000000
83;25;8000000;8000000
84;200;16000000;16000000
85;398;16000000;16000000
86;692;48000000;48000000
87;1140459;21944000000;21872000000
88;108042;3808000000;3808000000
89;44711;1192000000;1192000000
90;149144;6700000000;6688000000
91;23;4000000;4000000
92;32109;7848000000;7848000000
93;26588;6852000000;6852000000
94;3144070;49576000000;49360000000
95;680330;12196000000;12196000000
96;149658;2680000000;2672000000
97;663028;11212000000;11184000000
98;20102;816000000;816000000
99;55733;324000000;324000000
100;33756009;600960000000;596900000000
101;2109;884000000;884000000
102;4294929;20644000000;20236000000
103;1157;228000000;228000000
104;41;4000000;4000000
105;655797;19496000000;19400000000
106;929304;24020000000;23928000000
107;1052082;27956000000;27872000000
108;1413109;30436000000;30368000000
109;0;24000000;24000000
110;245587;9512000000;9512000000
111;235601;9336000000;9308000000
112;77103483;600960000000;593896000000
113;5011;1144000000;1144000000
114;50665;6288000000;6288000000
115;1512565;115160000000;115160000000
116;212298;5592000000;5592000000
117;4657;2956000000;2956000000
118;0;0;0
119;0;0;0
120;2489818;3164000000;3024000000
121;114518;3036000000;3036000000
122;0;2012000000;2012000000
123;1329846;38148000000;38048000000
124;565246;5724000000;5724000000
125;606;32000000;32000000
126;52463;2144000000;2144000000
127;55485;1264000000;1260000000
128;55196;324000000;324000000
129;1408;92000000;92000000
130;52998052;309700000000;304836000000
131;605;1320000000;1320000000
132;0;232000000;232000000
133;6219;260000000;260000000
134;110138;3848000000;3844000000
135;585;16000000;16000000
136;1;16000000;16000000
137;1;24000000;24000000
138;322;24000000;24000000
139;846238;16852000000;16820000000
140;50;60000000;60000000
141;586720;5820000000;5796000000
142;106824254;349184000000;341332000000
143;84378;4616000000;4160000000
144;62;52000000;52000000
145;17935;376000000;376000000
146;129479;1968000000;1964000000
147;107804;3624000000;3624000000
148;8557;316000000;316000000
149;3339;120000000;120000000
150;99;88000000;88000000
151;9589898;69876000000;68612000000
152;2457464;64860000000;64860000000
153;10522;756000000;756000000
154;637640;7764000000;7724000000
155;2742276;48752000000;48528000000
156;365;40000000;40000000
157;10510545;42868000000;41908000000
158;4356;3144000000;3144000000
159;2633;1960000000;1960000000
160;4616;2964000000;2964000000
161;2862;1600000000;1600000000
162;922;1040000000;1040000000
163;234355;4616000000;4604000000
164;762948;5056000000;5028000000
165;722671;8160000000;8100000000
166;63949;1324000000;1316000000
167;332867;7772000000;7736000000
168;141917;2012000000;2012000000
169;5407;68000000;68000000
170;2524335;47244000000;47068000000
171;135714;4140000000;4140000000
172;856814;12952000000;12880000000
173;9847936;126000000000;124892000000
174;3555045;62872000000;62872000000
175;237239;2016000000;2008000000
176;2442620;44392000000;44204000000
177;12879;2936000000;2936000000
178;3200584;30888000000;30656000000
179;399879;2008000000;2008000000
180;90897;2096000000;2096000000
181;90897;2096000000;2096000000
182;174663;3612000000;3612000000
183;147007;2592000000;2592000000
184;116959;2464000000;2464000000
185;2672197;35636000000;35492000000
186;159141;1900000000;1900000000
187;2419655;26756000000;26608000000
188;307703;8596000000;8596000000
189;0;31744000000;31744000000
190;118;48000000;48000000
191;7068;104000000;104000000
192;16359;456000000;456000000
193;1059972;21156000000;21148000000
194;0;112000000;112000000
195;126384;768000000;768000000
196;159399811;243524000000;229936000000
197;369381;177816000000;177816000000
198;414778;5208000000;5208000000
199;2650177;33800000000;33600000000
200;166950;2036000000;2036000000
201;296;124000000;124000000
202;440287;4500000000;4488000000
203;2267;144000000;144000000
204;1611544;33176000000;33072000000
205;3552567;30564000000;30444000000
206;3880057;57876000000;57760000000
207;84839056;601008000000;589588000000
208;35109;2364000000;2364000000
209;39872215;234856000000;231412000000
210;1802014;25260000000;25260000000
211;1301;1772000000;1772000000
212;27159;424000000;424000000
213;1191;1408000000;1408000000
214;14048307;135588000000;135588000000
215;0;0;0
216;822121;8180000000;8180000000
217;332867;7804000000;7804000000
218;7491937;77900000000;77900000000
219;4376775;53708000000;53708000000
220;375892;4176000000;4176000000
221;502203;6748000000;6748000000
222;289032;3152000000;3152000000
223;18;5008000000;5008000000
224;2986807;51544000000;51544000000
225;368759;7104000000;7104000000
226;13125049;77932000000;77932000000
227;86;80000000;80000000
228;12;4000000;4000000
229;1132302;18524000000;18524000000
230;846042;3384000000;3384000000
231;80982;1316000000;1316000000
232;18;0;0
233;16424892;370064000000;368408000000
234;6309820;60580000000;60580000000
235;1059972;20644000000;20536000000
236;9607;2352000000;2352000000
237;186246407;528244000000;510028000000
238;1848;2768000000;2768000000
239;57;992000000;4000000
240;438265;2864000000;2836000000
241;12536186;114040000000;112860000000
242;125284250;601168000000;585104000000
243;332867;10928000000;10928000000
244;3285215;61960000000;61736000000
245;78;100000000;100000000
246;48924719;506048000000;500524000000
247;2156;872000000;872000000
248;8551;144000000;144000000
249;48394098;600960000000;595932000000
250;4596072;53088000000;53088000000
251;184770;1828000000;1824000000
252;3137615;39444000000;39168000000
253;187144;1772000000;1772000000
254;72633;2732000000;2728000000
255;3891;1720000000;1720000000
256;201;4000000;4000000
257;18172000;467284000000;465104000000
258;432;252000000;252000000
259;4514666;19260000000;19260000000
260;228463;3124000000;3116000000
261;171;8000000;8000000
262;58690;1176000000;1176000000
263;34344;552000000;552000000
264;249427;5372000000;5368000000
265;9803;5108000000;5108000000
266;16481;220000000;220000000
267;618358;4088000000;4072000000
268;274375;2440000000;2420000000
269;49621;1336000000;1336000000
270;3139658;22144000000;21928000000
271;0;0;0
