42;672925;44504000000
49;1709097;83304000000
50;680330;28020000000
52;739946;38700000000
54;2728617;91124000000
61;66135;7596000000
68;28;116000000
70;739946;38720000000
76;822121;22816000000
77;124479;3312000000
87;1140459;39236000000
89;44711;2896000000
91;23;8000000
94;3144070;81700000000
95;680330;22504000000
96;149658;5416000000
98;20102;2532000000
99;55733;120000000
105;655797;34200000000
106;929304;41032000000
107;1052082;47528000000
108;1413109;45228000000
113;5011;880000000
116;212298;11820000000
121;114518;5288000000
122;0;0
125;606;64000000
126;52463;5376000000
132;0;1236000000
134;110138;6240000000
135;585;28000000
138;322;88000000
140;50;152000000
141;586720;3004000000
143;84378;6716000000
144;62;160000000
145;17935;1200000000
146;129479;4080000000
147;107804;7416000000
148;8557;552000000
151;9589898;12948000000
155;2742276;89112000000
165;722671;13172000000
166;63949;2316000000
167;332867;8832000000
168;141917;3628000000
169;5407;116000000
174;3555045;107064000000
175;237239;2444000000
178;3200584;53060000000
179;399879;644000000
180;90897;3092000000
181;90897;2976000000
182;174663;4032000000
186;159141;4052000000
187;2419655;57760000000
190;118;172000000
191;7068;232000000
193;1059972;32464000000
196;159399811;72976000000
198;414778;8296000000
200;166950;3348000000
201;296;324000000
202;440287;10060000000
204;1611544;48884000000
205;3552567;60532000000
206;3880057;74060000000
207;299591563;544492000000
208;35109;9660000000
214;14048307;37812000000
216;822121;17464000000
217;332867;8860000000
219;4376775;80816000000
220;375892;7360000000
221;502203;14944000000
223;18;25060000000
225;368759;8856000000
227;86;352000000
228;12;8000000
229;1132302;31956000000
231;80982;2684000000
233;16424892;422584000000
235;1059972;32476000000
238;1848;2808000000
240;438265;5924000000
241;12536186;28880000000
242;323108462;600440000000
243;332867;20052000000
244;3285215;67684000000
245;78;164000000
246;48924719;135092000000
247;2156;1144000000
248;8551;240000000
251;184770;460000000
253;187144;892000000
254;72633;7164000000
256;201;4000000
257;18172000;460420000000
258;432;268000000
260;228463;5384000000
261;171;16000000
262;58690;1516000000
263;34344;1036000000
269;49621;3400000000
270;3139658;10244000000
273;257;80000000
275;394991224;600140000000
276;5;19924000000
277;189207;25304000000
279;3717701;64008000000
280;379478;11080000000
282;0;4000000
283;17943531;148064000000
284;78957;2556000000
285;2556723;61368000000
286;340;140000000
287;202;40000000
288;2820013;10268000000
289;79377;3620000000
290;5099;844000000
293;2788161;57652000000
294;720809;31552000000
295;15063;900000000
297;2225;116000000
299;0;0
300;1508;24000000
301;17769;476000000
302;29;8000000
304;490806;13800000000
305;0;0
306;2524922;57252000000
308;363588;7816000000
309;330;16000000
310;1096;24000000
312;199734;50488000000
313;68;4000000
314;38;4000000
315;46266;892000000
316;129547;2776000000
317;333069;6052000000
318;228945;4600000000
321;1611544;48904000000
326;2457552;51840000000
328;362;32000000
329;595288;28180000000
330;0;8000000
331;11088;1000000000
335;9154313;26656000000
337;750224;21272000000
338;4691808;47972000000
339;3924906;56804000000
340;84467;1400000000
342;299139088;600328000000
343;4777;7756000000
344;1667791;30092000000
345;7482711;100908000000
346;9826268;140020000000
347;3055737;42048000000
348;1221020;23552000000
349;333775;11228000000
350;74248;4444000000
351;209153;120000000
352;66370229;138092000000
353;65742;2128000000
354;4581915;50452000000
355;567048;8356000000
356;373600;12248000000
357;10151;92000000
358;1232253;28096000000
359;0;16000000
360;3896710;8660000000
361;12724749;39252000000
362;609;184000000
363;19035458;264940000000
364;5600;480000000
365;10;0
366;169512;2476000000
367;8;0
368;48469636;600508000000
369;4694656;63464000000
370;12988;372000000
371;1034781;11384000000
372;91551;1528000000
373;215533084;541220000000
374;306785678;604836000000
375;10147296;26128000000
376;9334577;16184000000
377;374542514;600380000000
378;19207426;30520000000
379;16834611;19240000000
380;9661345;18496000000
381;9661891;17996000000
382;26973329;28216000000
383;19026878;19572000000
384;36605538;33196000000
385;8472299;10816000000
386;8151664;16052000000
387;380160426;600364000000
388;9846037;24236000000
