0;1000;65270998838
1;1000;57005651
2;1000;3975108
3;1000;2046614
4;1000;101701126
5;57;130456318
6;1000;9717831
7;1000;18777020
8;1000;22554780
9;1000;910271
10;1000;5938785
11;1000;5751244
12;1000;56515625
13;57;119117589
14;1000;32143885
15;1000;292953004738
16;1000;8741689
17;1000;582125
18;1000;15925326
19;1000;11859765
20;0;2908707
21;1000;496313
22;1000;379856276
23;1000;1751593
24;1000;513451
25;1000;644368
26;1000;1507445
27;1000;759678
28;1000;893113
29;1000;836672523
30;1000;8198503
31;1000;50920800
32;1000;700026
33;1000;1012519
34;1000;15748003
35;1000;3864281
36;183;3094714870
37;1000;15298840
38;1000;269631
39;1000;1322108
40;1000;237910861
41;1000;3334293
42;1000;2435989
43;1000;31875598
44;8;76463090
45;1000;7537011
46;229;134193265
47;0;945642
48;71;104320383
49;1000;1388932
50;1000;2047093
51;1000;5843838
52;1000;1975435
53;1000;2505383
54;1000;1133878
55;1000;3764755
56;1000;33155080
57;0;76166977
58;83;66902100
59;79;67289620
60;1000;1641746
61;1000;2616143
62;95;3681148
63;1000;1556227
64;1000;9960988
65;1000;1676710
66;0;9983815
67;0;2249937
68;28;3801399
69;20;4853952
70;1000;2075095
71;1000;5577287
72;1000;37552711
73;1000;45175404
74;1000;6963417
75;1000;871993
76;1000;1329787
77;1000;599294
78;1000;2149147
79;1000;707257
80;1000;2652925
81;1000;7461447
82;1000;3434951
83;25;1727784
84;200;4934297
85;398;3554158
86;692;9442358
87;1000;858445
88;1000;9564094
89;1000;981247
90;1000;3538610
91;23;373914
92;1000;16451010
93;1000;16458866
94;1000;755419
95;1000;1185408
96;1000;2636233
97;1000;2371538
98;1000;7024952
99;1000;335285
100;1000;808495
101;1000;5849120
102;1000;1549309
103;1000;16111991
104;41;342143
105;1000;1700286
106;1000;1547764
107;1000;1684688
108;1000;779382
109;0;115325
110;1000;7698537
111;1000;7267226
112;1000;1362433
113;1000;2879120
114;1000;6262376
115;1000;2834797
116;1000;1826537
117;1000;31423170
118;0;19098
119;0;14017
120;1000;44168685
121;1000;1899183
122;0;448587739
123;1000;1922780
124;1000;1256054
125;606;3535580
126;1000;5633578
127;1000;10587207
128;1000;1333884
129;1000;10306003
130;1000;5288199
131;605;1981185
132;0;32325700
133;1000;6331569
134;1000;1405921
135;585;4041289
136;1;2011147
137;1;2633019
138;322;2161817
139;1000;7204078
140;50;21828049
141;1000;455392
142;1000;185161
143;1000;1513182
144;62;5516463
145;1000;4131584
146;1000;1663159
147;1000;2899831
148;1000;2486559
149;1000;4685915
150;99;7324001
151;1000;413241
152;1000;2632441
153;1000;8982274
154;1000;3088621
155;1000;1378254
156;365;453629
157;1000;408678
158;1000;34422560
159;1000;34404715
160;1000;36356283
161;1000;31878034
162;922;53461187
163;1000;1025744
164;1000;865524
165;1000;1275940
166;1000;1163573
167;1000;1313042
168;1000;3059445
169;1000;1204746
170;1000;1869174
171;1000;1826610
172;1000;1552134
173;1000;639176
174;1000;1114313
175;1000;244113
176;1000;1404437
177;1000;13970958
178;1000;1203884
179;1000;357096
180;1000;1366411
181;1000;1185246
182;1000;2166225
183;1000;1429436
184;1000;1398147
185;1000;595552
186;1000;1119219
187;1000;989852
188;1000;1133940
189;0;4254322012
190;118;2893666
191;1000;1037748
192;1000;3088671
193;1000;1187442
194;0;13063811
195;1000;2301501
196;1000;179826
197;1000;33145109
198;1000;638732
199;1000;1154938
200;1000;1348543
201;296;10182374
202;1000;1146926
203;1000;6301678
204;1000;1221117
205;1000;515060
206;1000;637572
207;1000;329913
208;1000;1688134
209;1000;2865562
210;1000;1523511
211;1000;12594154
212;1000;1487359
213;1000;10768080
214;1000;372284
215;0;24132
216;1000;809264
217;1000;1258376
218;1000;696340
219;1000;652937
220;1000;1210552
