 Loading the index...
 Index loaded 1033851294 bytes
0;1;10426000
1;1000;2708000
2;1;1774000
3;27;3450000
4;273;2383000
5;1;1829000
6;1;1197000
7;2;288000
8;1;22058000
9;1000;2568000
10;2;1415000
11;10;1663000
12;1;298000
13;81;6907000
14;8;9460000
15;11;7042000
16;4;149000
17;10;187000
18;3;15981000
19;2;1895000
20;4;549000
21;50;40110000
22;5;2993000
23;17;9256000
24;2;8161000
25;2;11271000
26;245;1562000
27;10;1026000
28;1;346000
29;248;41345000
30;1;2181000
31;2;143000
32;1;10209000
33;1;31146000
34;102;41345000
35;2;4054000
36;11;19330000
37;1;401000
38;9;29880000
39;1;5315000
40;1;161000
41;1;8111000
42;7;1896000
43;1;4535000
44;5;6869000
45;1;95982000
46;1;2617000
47;1;1022000
48;3;6333000
49;1000;6048000
50;1;2730000
51;1;1823000
52;1;481000
53;1;1977000
54;1;18796000
55;32;495000
56;926;3023000
57;1;251000
58;1;3649000
59;1;68000
60;1;25720000
61;1;332000
62;507;8478000
63;4;1217000
64;2;85000
65;2;1698000
66;1;1960000
67;26;2439000
68;1;614000
69;6;2031000
70;29;126000
71;1;348000
72;1;2103000
73;308;223327000
74;1;607000
75;1;1563000
76;15;137965000
77;24;2102000
78;3;2043000
79;1;9090000
80;16;4910000
81;76;197000
82;1;1383000
83;32;1561000
84;56;1919000
85;1;1365000
86;37;442000
87;1;827000
88;20;1177000
89;1000;3488000
90;1;2295000
91;35;587000
92;1;2668000
93;22;217000
94;1;130000
95;1;1160000
96;1000;4495000
97;4;1161000
98;1;1335000
99;188;22433000
100;1;333000
101;1;1565000
102;1;2604000
103;1;3590000
104;1;41482000
105;1;700000
106;9;5868000
107;1;450000
108;76;880000
109;143;2565000
110;7;3382000
111;33;258000
112;688;10107000
113;3;37209000
114;233;6114000
115;1;1013000
116;8;1901000
117;7;3003000
118;1000;132417000
119;1;1674000
120;1;35934000
121;2;362000
122;5;2476000
123;1;3038000
124;93;726000
125;1;875000
126;12;6695000
127;4;1138000
128;3;2277000
129;1000;1497000
130;1;2542000
131;1;18811000
