 Loading the index...
 Index loaded 1033851318 bytes
0;1;10584000
1;1000;2857000
2;1;1769000
3;27;3477000
4;273;2458000
5;1;1833000
6;1;1209000
7;2;296000
8;1;22592000
9;1000;2754000
10;2;1415000
11;10;1680000
12;1;304000
13;81;6935000
14;8;9506000
15;11;7129000
16;4;158000
17;10;187000
18;3;16191000
19;2;1898000
20;4;546000
21;50;40812000
22;5;2986000
23;17;9541000
24;2;8249000
25;2;11279000
26;245;1566000
27;10;1030000
28;1;350000
29;248;41914000
30;1;2196000
31;2;146000
32;1;10378000
33;1;31237000
34;102;42210000
35;2;4056000
36;11;19491000
37;1;406000
38;9;30835000
39;1;5431000
40;1;161000
41;1;8302000
42;7;1920000
43;1;4566000
44;5;6888000
45;1;100320000
46;1;2618000
47;1;1016000
48;3;6330000
49;1000;6216000
50;1;2697000
51;1;1814000
52;1;481000
53;1;1962000
54;1;18898000
55;32;514000
56;926;3181000
57;1;257000
58;1;3630000
59;1;66000
60;1;25819000
61;1;331000
62;507;8704000
63;4;1212000
64;2;85000
65;2;1701000
66;1;1949000
67;26;2479000
68;1;621000
69;6;2014000
70;29;125000
71;1;347000
72;1;2114000
73;308;230219000
74;1;615000
75;1;1560000
76;15;139240000
77;24;2103000
78;3;2070000
79;1;9136000
80;16;4896000
81;76;174000
82;1;1401000
83;32;1546000
84;56;1948000
85;1;1363000
86;37;453000
87;1;826000
88;20;1198000
89;1000;3603000
90;1;2302000
91;35;613000
92;1;2675000
93;22;218000
94;1;134000
95;1;1176000
96;1000;4688000
97;4;1166000
98;1;1325000
99;188;22691000
100;1;324000
101;1;1561000
102;1;2610000
103;1;3628000
104;1;42018000
105;1;716000
106;9;5897000
107;1;458000
108;76;895000
109;143;2596000
110;7;3374000
111;33;263000
112;688;10621000
113;3;37363000
114;233;6154000
115;1;1010000
116;8;1905000
117;7;3070000
118;1000;135341000
119;1;1635000
120;1;36666000
121;2;371000
122;5;2503000
123;1;3066000
124;93;746000
125;1;873000
126;12;6798000
127;4;1124000
128;3;2297000
129;1000;1550000
130;1;2551000
131;1;19543000
132;3;17925000
133;2;5095000
134;1;161000
135;1;395000
136;1;582000
137;120;670000
138;2;4303000
139;7;21107000
140;365;2334000
141;1;8226000
142;23;2663000
143;7;6374000
144;1;1179000
145;122;3938000
146;2;1216000
147;71;548000
148;1;659000
149;61;941000
150;1;10631000
151;1;15220000
152;1000;5261000
153;1;23650000
154;9;339000
155;3;3454000
156;6;1153000
157;1;729000
158;7;1368000
159;1;3684000
160;1;739000
161;386;3406000
162;30;5385000
163;1;139000
164;18;838000
165;1000;11365000
166;1;2116000
167;97;909000
168;1000;5677000
169;2;10367000
170;83;72356000
171;1000;3166000
172;2;136571000
173;234;5655000
174;1;21495000
175;1000;732000
176;1;977000
177;1;8030000
178;1;3429000
179;1000;4952000
180;1;157000
181;1;1637000
182;128;2468000
183;1000;9631000
184;1;28552000
185;1;3362000
186;1;5002000
187;1;1533000
188;2;1982000
189;3;4696000
190;59;305075000
191;2;47037000
192;1;1660000
193;1;765000
194;1000;4440000
195;1;11095000
196;80;5905000
197;3;6790000
198;8;162000
199;65;9331000
200;1000;1921000
201;2;5252000
202;35;11337000
203;8;1715000
204;1;341000
205;1;5164000
206;3;54784000
207;1;203778000
208;2;314000
209;568;3304000
210;1;28057000
211;113;5400000
212;1;4060000
213;9;1295000
214;1;14493000
215;3;2865000
216;1;1213000
217;1;430000
218;1000;11146000
219;3;1358000
220;3;9904000
221;1;359000
222;1;1401000
223;12;2543000
224;1;2072000
225;3;2676000
226;3;124146000
227;1;1380000
228;1;63549000
229;5;214000
230;34;6084000
231;2;269000
232;31;5486000
233;1;10800000
234;1;3159000
235;1;6844000
236;4;1809000
237;1;59499000
238;1;1946000
239;22;42350000
240;1000;17717000
241;12;1848000
242;7;2434000
243;5;7515000
244;1;609000
245;1;505000
246;3;278000
247;1;462000
248;1;15531000
249;4;16003000
250;1;735000
251;2;1349000
252;87;1625000
253;30;4453000
254;2;20292000
255;15;1969000
256;2;2093000
257;1;280000
258;2;1412000
259;1;899000
260;1;656000
261;2;4645000
262;1;855000
263;2;119000
264;2;91000
265;284;2228000
266;1;386000
267;1;1158000
268;3;780000
269;1000;4213000
270;1;2915000
271;1;1282000
272;1000;6369000
273;3;355000
274;2;2744000
275;64;3772000
276;2;136000
277;25;289000
278;5;3984000
279;3;3797000
280;5;361078000
281;1;1505000
282;1;378000
283;12;70950000
284;17;983000
285;1;5458000
286;1000;4468000
287;4;39677000
288;37;3557000
289;1;2227000
290;3;49064000
291;432;1972000
292;1;189000
293;172;8289000
294;8;856000
295;1;141000
296;38;1508000
297;3;3566000
298;1;4895000
