0;176735092;601000083851
1;463380;18047072242
2;22184113;2854742417
3;20096609;273566558203
4;510754;27281098179
5;57;120172021
6;518517;2778155324
7;33898;1059904128
8;10202434;175522021223
9;1066315114;601000075812
10;734022;3810037343
11;3631906;8946095648
12;529446;15713236762
13;57;136955767
14;662189549;601000063996
15;198860137;601000071334
16;10222917;61472596660
17;1515571851;601000068462
18;1075685;3036202852
19;3924215;44012602721
20;0;2892479
21;79738;42296106
22;20238;5511278115
23;10790582;468813705919
24;62481107;31095452730
25;1012041942;598902666603
26;1450219;1473934534
27;1960928938;601000062163
28;105901918;73281407915
29;51872623;4078336436
30;29322245;30118762350
31;20596773;18215792755
32;7379103;3456248487
33;1729935;307387396
34;128798;313364128
35;565423;729005166
36;183;3094854001
37;821107;4061750947
38;5112214305;601000062724
39;1078692;722106126
40;2395199;6080180506
41;2395215;4087535789
42;672925;1731130843
43;79597;1809167876
44;8;70021805
45;2147628;5840113742
46;229;141414605
47;0;1292145
48;71;104804216
49;1709097;3560916346
50;680330;1560336686
51;5799;21745112
52;739946;1490259256
53;736248;1108706070
54;2728617;4288890261
55;3583;15910868
56;26585;698931293
57;0;84147013
58;83;67190387
59;79;67929659
60;305570252;268177837241
61;66135;215619279
62;95;7710919
63;10934795;863916811
64;1194560;2980494275
65;3409392;5191414544
66;0;11435885
67;0;1949448
68;28;3832564
69;20;4853092
70;739946;1488825963
71;2395247;4165382602
72;5680;167312184
73;1104;61279046
74;2267;19491479
75;167707955;361523293952
76;822121;1401961836
77;124479;163769144
78;288910;590623275
79;254351069;104628630723
80;1407552;3106027078
81;32319;156388883
82;243838;489418294
83;25;1970147
84;200;3772093
85;398;2018041
86;692;5338645
87;1140459;1600646065
88;108042;383812572
89;44711;114301079
90;149144;595033133
91;23;340531
92;32109;406931693
93;26588;358136378
94;3144070;3322473779
95;680330;928894994
96;149658;394872626
97;663028;3382196023
98;20102;87037266
99;55733;18218429
100;320528447;280453831316
101;2109;25030668
102;4294929;1222783718
103;1157;21094492
104;41;1225642
105;655797;1254643202
106;929304;1554741035
107;1052082;1801656547
108;1413109;1890749372
109;0;183278
110;245587;837922284
111;235601;767114263
112;819675687;601000052881
113;5011;39646209
114;50665;328682530
115;1512565;4264110894
116;212298;441316042
117;4657;155721403
118;0;41067
119;0;18215
120;2489818;262447124
121;114518;218606825
122;0;517015475
